"sid","uid","bid","summary","created_at","updated_at","deleted","deleted_time","current_goal","current_step","goal_completed"
"Sb9797e5-05e0-4010-8e4e-8e8f316f17a5","A-cc7d8bcf-b451-4b1f-8871-e31b1dcc344d","C-CHJB-FHA7WXK79V",NULL,"2026-02-06 04:19:12.944001","2026-02-06 04:19:12.944004",False,NULL,NULL,NULL,False
"S83d117e-2111-4e28-974d-8359ed8b2e99","A-7bd45e0c-8ff4-440f-a6f8-bf04e0944853","C-CHJB-LO4B27C2KF",NULL,"2026-02-06 04:24:13.493682","2026-02-06 04:24:13.493686",False,NULL,NULL,NULL,False
"S4a953e1-cf4d-40f9-80aa-0f5ee25056a0","A-7bd45e0c-8ff4-440f-a6f8-bf04e0944853","C-CHJB-1VO28IY7CQ",NULL,"2026-02-06 04:24:27.679771","2026-02-06 04:24:27.679774",False,NULL,NULL,NULL,False
"Se3f0d51-82ed-4bc3-975c-96ed33198192","A-7bd45e0c-8ff4-440f-a6f8-bf04e0944853","C-CHJB-QD7VRS73WU",NULL,"2026-02-06 04:24:38.97438","2026-02-06 04:24:38.974384",False,NULL,NULL,NULL,False
"S2f8955c-4ed0-49d7-9856-ebba7909814a","A-EPJCN5WJVR","C-CHJB-7UDB4JLA72","중국 제빵사 직업 관련 질문","2026-02-06 04:24:46.169976","2026-02-06 04:24:54.471266",False,NULL,NULL,NULL,False
"S5b18452-290a-4b0e-9dfe-fb629ec3e1bb","A-EPJCN5WJVR","C-CHJB-R0U5HEGVEI","대전 제빵사 신메뉴 개발 대회 경험","2026-02-06 04:25:29.437778","2026-02-06 04:25:33.667141",False,NULL,NULL,NULL,False
"S7f9d8f9-4df9-4562-b926-38b0490bfec4","A-dee58a79-ec8d-42ff-bd96-ff8ef8b30767","C-CHJB-5FC3NJ20GQ",NULL,"2026-02-06 04:38:12.406481","2026-02-06 04:38:12.406485",False,NULL,NULL,NULL,False
"Sb82a5c1-3b5d-4b58-9e9a-04da44411c31","A-43539647-1013-4316-b46c-922ce5e4a513","C-CHJB-I1D4H0WMOS","빵 굽는 아나운서의 매력","2026-02-06 04:48:14.047393","2026-02-06 04:48:24.369588",False,NULL,NULL,NULL,False
"Sf42be8c-753c-4471-ada5-81ba4a553a53","A-43539647-1013-4316-b46c-922ce5e4a513","C-CHJB-8D145EK61O",NULL,"2026-02-06 04:49:44.974611","2026-02-06 04:49:44.974615",False,NULL,NULL,NULL,False
"S475ca46-256e-49b0-b6be-47552f76f46f","A-4e7a9f0f-faa9-4f6a-b1fe-1ac9fd8ae2c6","C-CHJB-HG7ZPNFHJP","1라운드 제빵 종류 질문","2026-02-06 04:57:38.344073","2026-02-06 04:58:00.870947",False,NULL,NULL,NULL,False
"S87cf185-5331-462a-ab61-a48fcdb6dfd0","A-4e7a9f0f-faa9-4f6a-b1fe-1ac9fd8ae2c6","C-CHJB-UXI10P8GH2","피스타치오 애플 생토노레 합격 축하 세션","2026-02-06 05:01:14.254053","2026-02-06 05:01:50.657589",False,NULL,NULL,NULL,False
"S7b66610-6695-4e16-bbed-7c64aa6d7fd0","A-4e7a9f0f-faa9-4f6a-b1fe-1ac9fd8ae2c6","C-CHJB-IUGNJKJQLP","빨간머리의 이유와 의미","2026-02-06 05:04:44.802727","2026-02-06 05:04:54.258883",False,NULL,NULL,NULL,False
"S9d0a4e1-478a-4299-adc8-a52abc2ce40f","A-4e7a9f0f-faa9-4f6a-b1fe-1ac9fd8ae2c6","C-CHJB-AWZWR5SDSJ",NULL,"2026-02-06 05:05:19.649743","2026-02-06 05:05:19.649747",False,NULL,NULL,NULL,False
"Se7fc0ca-bc8b-45c3-afc8-40033b18dc2a","A-5353bf2b-447d-4bcf-9bc3-77e31049e09d","C-CHJB-26H9PNIJ2I","안녕하세요 인사 및 질문 세션","2026-02-06 05:10:40.610105","2026-02-06 05:10:50.124388",False,NULL,NULL,NULL,False
"S11473e0-6822-4f00-aa2c-fbfaf3ab7e48","A-0a8242f1-9688-487f-8428-38fa68a3ce87","C-CHJB-I1D4H0WMOS","안녕하세요 제빵 취미와 건강한 식사","2026-02-06 05:17:24.69831","2026-02-06 05:17:32.660953",False,NULL,NULL,NULL,False
"S9dacd5c-5886-4ab1-b84b-3c4e45ef48bf","A-39e7bdbb-e29a-4d08-9307-87775bc128da","C-CHJB-QD7VRS73WU",NULL,"2026-02-06 05:26:38.376457","2026-02-06 05:26:38.37646",False,NULL,NULL,NULL,False
"S9f6d25c-4e76-4832-8bbb-26107028180e","A-9bdabcae-6578-4620-8cea-84add7488b77","C-CHJB-J1Q65PCW2W",NULL,"2026-02-06 05:34:45.714272","2026-02-06 05:34:45.714276",False,NULL,NULL,NULL,False
"S39217d7-4687-4c23-ba70-9ba74a733c72","A-a27cf75d-fea7-4df8-9e2c-57712e1486ec","C-CHJB-IUGNJKJQLP","전자레인지로 빵 만들기 레시피 질문","2026-02-06 05:56:14.855639","2026-02-06 05:57:06.241079",False,NULL,NULL,NULL,False
"S2318469-582f-448b-ad2c-1a711e242f0f","A-a27cf75d-fea7-4df8-9e2c-57712e1486ec","C-CHJB-39DO1OV2F2","전자레인지 빵 레시피에 대한 고민","2026-02-06 05:57:23.073614","2026-02-06 05:57:28.59231",False,NULL,NULL,NULL,False
"Sa311868-ebd7-4996-a4d2-71062f4f17b4","A-2e51b677-8f29-4f97-b215-16c3b6b2d826","C-CHJB-AIS9VUL7Z8","안녕하세요 5성급 파티시에와의 대화","2026-02-06 06:00:40.670331","2026-02-06 06:01:03.324329",False,NULL,NULL,NULL,False
"S9a73dd4-22b5-41d3-ad0b-416e28351033","A-8da0a2a0-14b6-4a65-be08-f8e175a5353b","C-CHJB-ATP64DLQVZ",NULL,"2026-02-06 06:03:33.680659","2026-02-06 06:03:33.680663",False,NULL,NULL,NULL,False
"Sc41e407-68c6-458e-b762-83d06d21eb88","A-52277ceb-2b57-4f93-a2aa-0b8da7377ecb","C-CHJB-8CR122RDKV","소금빵과 치아바타 비교 분석","2026-02-06 06:30:09.071668","2026-02-06 06:30:20.713617",False,NULL,NULL,NULL,False
"Sae3736b-d282-464b-86fd-5da2d436ab41","A-9bdabcae-6578-4620-8cea-84add7488b77","C-CHJB-6IP78SP3BG","연남동 맛집 추천 정보 제공","2026-02-06 06:42:30.927391","2026-02-06 06:42:37.058974",False,NULL,NULL,NULL,False
"Sbeb7171-8f08-4ee7-b80e-37f8b7027448","A-b70c84a6-b6b2-47a7-b56b-983373aa7003","C-CHJB-26H9PNIJ2I","안녕하세요 인사 및 질문 세션","2026-02-06 06:59:52.186925","2026-02-06 07:00:01.751972",False,NULL,NULL,NULL,False
"S293b417-d7f7-47be-a6a1-22bd9c226a39","A-c9accdcd-5c51-48c0-9374-82e7c0d3c07c","C-CHJB-1VO28IY7CQ","이바컵 1호와의 인사 대화","2026-02-06 07:01:33.312063","2026-02-06 07:01:39.236204",False,NULL,NULL,NULL,False
"S409fe4d-ee06-48d4-bb2f-c3fa715785dc","A-c9accdcd-5c51-48c0-9374-82e7c0d3c07c","C-CHJB-H0JWSWOX8K","흑백 파티시에 심사위원 권성준 셰프 의견","2026-02-06 07:02:34.725141","2026-02-06 07:02:59.614883",False,NULL,NULL,NULL,False
"S92fdefc-5207-4afd-ba8f-57a1d97b8fc8","A-c9accdcd-5c51-48c0-9374-82e7c0d3c07c","C-CHJB-QD7VRS73WU","광장시장 갈릭 여신 창업 실패 원인 분석","2026-02-06 07:03:37.593448","2026-02-06 07:03:47.380158",False,NULL,NULL,NULL,False
"S57ba8d9-6266-4607-a436-59208d7a95b9","A-ef99299e-af3c-4aad-ac77-d767950c0ed6","C-CHJB-YMYUB421E0","여수 오 마이 갓 소속 질문","2026-02-06 07:17:44.438349","2026-02-06 07:17:54.033692",False,NULL,NULL,NULL,False
"S2168922-08de-41b8-af0b-85304e0a0080","A-9564357c-ae02-4e0b-b4b6-9686118e2ae1","C-CHJB-6U0G40OYT9",NULL,"2026-02-06 07:19:21.095445","2026-02-06 07:19:21.09545",False,NULL,NULL,NULL,False
"Sea460f7-0270-4495-a7f1-eda4e359f9f7","A-598bf4e1-736e-4b91-bbe2-eee60f31d9af","C-CHJB-AWZWR5SDSJ","참가동기와 카리나의 케이크 디자인","2026-02-06 07:22:58.29521","2026-02-06 07:23:26.679419",False,NULL,NULL,NULL,False
"Sa5f045d-2acb-470f-9208-7b0e6bab5f30","A-29a8e384-9802-41c3-8a0e-a67193d56bfd","C-CHJB-HG7ZPNFHJP",NULL,"2026-02-06 07:28:44.013041","2026-02-06 07:28:44.013046",False,NULL,NULL,NULL,False
"Sa7e3abc-e818-41d7-8112-ff4889c41b3d","A-8dc24f74-c880-4364-b8c0-dd4a0857b530","C-CHJB-H0JWSWOX8K","참여 소감 공유 요청","2026-02-06 07:31:50.593091","2026-02-06 07:32:26.944639",False,NULL,NULL,NULL,False
"S5fe682e-b409-4fae-b9ea-c7b18324e46b","A-b071868b-1cbd-41ec-bab0-bbfdc9e50eb0","C-CHJB-I1D4H0WMOS",NULL,"2026-02-06 07:36:15.367801","2026-02-06 07:36:15.367804",False,NULL,NULL,NULL,False
"S90f0d19-0be4-4cff-bce9-c7930c33c129","A-b071868b-1cbd-41ec-bab0-bbfdc9e50eb0","C-CHJB-IBJPUPR9UW",NULL,"2026-02-06 07:36:29.636743","2026-02-06 07:36:29.636747",False,NULL,NULL,NULL,False
"Sd681688-216d-4e26-9c21-6ff99b4585ba","A-7f53fd2c-3ec5-439b-9c93-9381b168319b","C-CHJB-H0JWSWOX8K",NULL,"2026-02-06 07:37:38.406181","2026-02-06 07:37:38.406185",False,NULL,NULL,NULL,False
"S9cc013a-22cc-41bb-b430-356ee78d43be","A-c976bd27-d2a7-469d-82d0-8f20403c8be3","C-CHJB-FNTVNTCRW6",NULL,"2026-02-06 07:56:23.848509","2026-02-06 07:56:23.848513",False,NULL,NULL,NULL,False
"S630369d-c509-4c3e-91f3-ee843332d7c4","A-c976bd27-d2a7-469d-82d0-8f20403c8be3","C-CHJB-DBMMF4P7XM","고덕한 제빵사 방문 경험 질문","2026-02-06 07:57:32.774227","2026-02-06 07:57:41.201758",False,NULL,NULL,NULL,False
"Sfc711d6-e042-4b30-b4aa-aacaaa426d7d","A-1c8a104c-0c18-4009-9006-99382a2a807e","C-CHJB-UAD6RMUYOJ",NULL,"2026-02-06 07:57:33.785714","2026-02-06 07:57:33.785718",False,NULL,NULL,NULL,False
"Safb59b3-9de0-4f46-a9db-437d886281eb","A-c976bd27-d2a7-469d-82d0-8f20403c8be3","C-CHJB-OREGO71G0R","서울 맛있는 빵집 추천","2026-02-06 07:58:38.634806","2026-02-06 07:58:51.324405",False,NULL,NULL,NULL,False
"S634a829-d6a9-4dce-b60b-373e338a8b93","A-1c8a104c-0c18-4009-9006-99382a2a807e","C-CHJB-LO4B27C2KF","영재 파티시에 나이 질문","2026-02-06 08:01:23.339686","2026-02-06 08:01:35.331749",False,NULL,NULL,NULL,False
"Sa23ddb2-3276-419a-8d2d-08745c7f4f74","A-2b4231d9-04c8-4372-b490-11e089692edb","C-CHJB-QD7VRS73WU","갈릭여신 프로필 정보 요청","2026-02-06 08:03:19.60247","2026-02-06 08:03:30.521497",False,NULL,NULL,NULL,False
"Sef28c62-8fae-4ad8-9539-d58d3a2926ca","A-6693b498-a393-48ae-87e1-f83674816e4a","C-CHJB-HG7ZPNFHJP",NULL,"2026-02-06 08:03:45.061719","2026-02-06 08:03:45.061724",False,NULL,NULL,NULL,False
"S5aad269-39e2-4213-a336-e0542ffbe7ea","A-1f606325-8abc-4b7a-b2b3-9b886c0463bc","C-CHJB-CM2WMYQ1EZ",NULL,"2026-02-06 08:05:56.171977","2026-02-06 08:05:56.171981",False,NULL,NULL,NULL,False
"Sfa274f0-1327-4f0f-878f-fd33736476ed","A-49b8eeb2-ac94-487f-b4ee-1336814180bf","C-CHJB-R0U5HEGVEI",NULL,"2026-02-06 08:16:22.321215","2026-02-06 08:16:22.321218",False,NULL,NULL,NULL,False
"Sb3d0694-4798-402d-9260-07c0268ad666","A-23415e46-21d6-439d-8574-f06b8ff6dc6a","C-CHJB-DBMMF4P7XM","고덕한 제빵사 위치 안내","2026-02-06 08:40:35.563731","2026-02-06 08:41:09.097172",False,NULL,NULL,NULL,False
"Sb9584ed-e487-44e5-b3b9-d65c8f349ced","A-d5d923f2-2461-440c-a11f-a5fbd9d024ac","C-CHJB-AIS9VUL7Z8",NULL,"2026-02-06 08:49:22.242201","2026-02-06 08:49:22.242205",False,NULL,NULL,NULL,False
"S5bd00f2-796d-46ed-8d65-546ac7059e1e","A-ec17c0af-861c-42f2-843b-15093e9a211e","C-CHJB-S62ZEU9PW2","구황작물빵과 기술적 차이점 분석","2026-02-06 08:53:12.565746","2026-02-06 08:53:48.236602",False,NULL,NULL,NULL,False
"S2515c60-e97d-42b4-8585-fad5121e6f7f","A-ec17c0af-861c-42f2-843b-15093e9a211e","C-CHJB-FHA7WXK79V","지역 농산물 캠페인과 실력에 대한 의문","2026-02-06 08:54:36.957983","2026-02-06 08:55:10.945186",False,NULL,NULL,NULL,False
"Sa9902bd-d203-4c4c-9390-0ac16d2ef73d","A-cb82a6ca-ed6c-45c0-b703-b1067c7cecc2","C-CHJB-5FC3NJ20GQ","추천 빵 종류와 특징 안내","2026-02-06 08:55:01.161006","2026-02-06 08:55:14.641146",False,NULL,NULL,NULL,False
"S986aa39-b23c-4d23-8b8d-4d7f46e531c5","A-6810a75d-73cc-41ac-8b2c-9a9f1864a561","C-CHJB-8D145EK61O",NULL,"2026-02-06 08:58:39.039594","2026-02-06 08:58:39.039597",False,NULL,NULL,NULL,False
"Sbda13cd-3e8b-4925-8b1f-c2e905ab0b22","A-6810a75d-73cc-41ac-8b2c-9a9f1864a561","C-CHJB-OREGO71G0R",NULL,"2026-02-06 08:59:10.003009","2026-02-06 08:59:10.003012",False,NULL,NULL,NULL,False
"Sbcb30f4-21fc-4ef7-92a6-dbe704a10a60","A-55891004-c385-4b57-b536-ac75b292cd43","C-CHJB-73W26R8ZCN",NULL,"2026-02-06 08:59:29.728366","2026-02-06 08:59:29.72837",False,NULL,NULL,NULL,False
"S60819ff-724a-4dc4-ba6e-472088d28f0c","A-091382b5-4b26-4d91-95ea-2e47b54656cf","C-CHJB-I5P9AL8243","황리단길 디저트 베이커리 운영 질문","2026-02-06 09:25:00.230322","2026-02-06 09:25:07.819581",False,NULL,NULL,NULL,False
"S2bb9035-fd16-4f87-903d-485e7031fd2c","A-d32b7726-773c-4fac-aa49-cf28d2321e47","C-CHJB-QD7VRS73WU","광장시장 갈릭 여신 본인 스펙 질문","2026-02-06 09:27:55.257198","2026-02-06 09:28:07.52666",False,NULL,NULL,NULL,False
"S9cf205c-f318-4feb-87c6-4984739ac30a","A-075067ff-0b69-4339-9214-60e1f5da12a0","C-CHJB-QWWVBSXRO3","카놀리 디저트 종류와 특징","2026-02-06 09:33:13.368044","2026-02-07 14:42:01.202328",False,NULL,NULL,NULL,False
"S4ec0a82-7c83-4dff-ac85-1ce39f0b2a40","A-075067ff-0b69-4339-9214-60e1f5da12a0","C-CHJB-QD7VRS73WU","광장시장 갈릭 여신 빵 맛 소개","2026-02-06 09:33:35.317286","2026-02-06 09:33:55.214277",False,NULL,NULL,NULL,False
"Sa749eb2-eb2b-46f6-9109-86949e51dda7","A-66e7e327-44b4-4948-be5a-98e7ddefd787","C-CHJB-VGNSO8N9JV","안녕하세요 제빵 기술자와의 대화","2026-02-06 09:43:21.544545","2026-02-06 09:44:01.53161",False,NULL,NULL,NULL,False
"S569ed8a-8875-4ba7-bccd-efa510583d9c","A-bf5307d3-7261-4e37-8add-377cd66f0e28","C-CHJB-1YYNW107JN","주로 만드는 빵 종류 질문","2026-02-06 09:45:55.368155","2026-02-06 09:46:18.590547",False,NULL,NULL,NULL,False
"S3395318-65fc-4c47-9cee-af5d3fb5f33f","A-66e7e327-44b4-4948-be5a-98e7ddefd787","C-CHJB-39DO1OV2F2","여주 자연인 스님 여부 질문","2026-02-06 09:48:04.670466","2026-02-06 09:48:23.440796",False,NULL,NULL,NULL,False
"Sebd4d7f-be9d-46f2-a34b-bb074dc6d4e7","A-66e7e327-44b4-4948-be5a-98e7ddefd787","C-CHJB-8D145EK61O","대박집 빵집 정보 문의","2026-02-06 09:50:04.446147","2026-02-06 09:50:25.498917",False,NULL,NULL,NULL,False
"S707d7b4-1d3e-4154-bee2-909298ed2010","A-de02189f-b2a6-477f-ab5d-9c3e470df0ef","C-CHJB-I1D4H0WMOS","메롱의 의미와 제빵 취미에 대한 질문","2026-02-06 09:52:20.632712","2026-02-06 09:52:25.891734",False,NULL,NULL,NULL,False
"S18cd58d-dd27-46f4-bdc2-bce5762f5d21","A-9aca98c1-018b-4882-8a3b-770b9e6700b0","C-CHJB-CXFYVL1NYJ","괴짜 파티시에와의 대화 시작하기","2026-02-06 09:59:17.529114","2026-02-06 09:59:29.48555",False,NULL,NULL,NULL,False
"S9f87511-1c51-406c-ac7d-f77f6184a867","A-e21c9910-0062-4e51-899b-a884c04d82eb","C-CHJB-I5P9AL8243","안녕하세요 황리단길 1억 사장님 챗봇입니다","2026-02-06 10:05:22.476912","2026-02-06 10:05:38.27181",False,NULL,NULL,NULL,False
"S53f7875-1ec1-4fcc-a93b-b1b0ca5c9d40","A-1b59cef9-5588-4e40-b07a-9ea8fe234d28","C-CHJB-S62ZEU9PW2","잠실 만겹남 디저트숍 운영 관련 질문","2026-02-06 10:28:51.159978","2026-02-06 10:28:57.206558",False,NULL,NULL,NULL,False
"Sc9a998b-b8a0-4ac0-a5d0-45e2c529ac6f","A-1b59cef9-5588-4e40-b07a-9ea8fe234d28","C-CHJB-QD7VRS73WU","제빵에서 가장 중요한 요소는 무엇인가","2026-02-06 10:29:11.814079","2026-02-06 10:29:25.719292",False,NULL,NULL,NULL,False
"Sa666a6a-5cd8-4450-bf8d-b9dd1f9f398c","A-b4e269cb-040a-4968-9808-c04010b36847","C-CHJB-IUGNJKJQLP",NULL,"2026-02-06 10:50:07.070918","2026-02-06 10:50:07.070921",False,NULL,NULL,NULL,False
"S0ca07aa-3a83-4cf5-a410-7eb289c0d1d0","A-7efe3819-4978-402f-8218-7e3c034abbb0","C-CHJB-3SZQY3XFPR","소금빵 탑티어와의 인사 대화","2026-02-06 10:56:43.215505","2026-02-06 10:56:55.018621",False,NULL,NULL,NULL,False
"S6b712d5-6616-4d4b-af79-16a6585480d4","A-28d8df75-1213-4f4d-b8ac-c7235d44c1d3","C-CHJB-IUGNJKJQLP","연탄식빵 포항 정보 문의","2026-02-06 10:58:06.913126","2026-02-06 10:58:22.154987",False,NULL,NULL,NULL,False
"S45c76a5-4e1d-4794-b1bf-962e8fa61c98","A-45988036-f0d4-4c3e-9c4b-acedcdac870f","C-CHJB-DBMMF4P7XM","고덕한 제빵사 소개 및 인사","2026-02-06 11:23:33.449018","2026-02-06 11:24:15.038504",False,NULL,NULL,NULL,False
"Sd16d966-bfc3-4d81-af4c-2aa4e6a8b7b6","A-9c64b9ca-abe2-4ba9-94a8-d4b9fe09ebb8","C-CHJB-6U0G40OYT9","최강록 닮은꼴에 대한 의견","2026-02-06 11:28:00.431548","2026-02-06 11:28:31.137583",False,NULL,NULL,NULL,False
"S54443ec-936d-432f-ab4a-20f7f6bb68d0","A-7dc2b8a0-9334-47ad-bb25-03637d5f2f1f","C-CHJB-26H9PNIJ2I","디버깅 모드와 프롬프트 버그 수정","2026-02-06 11:28:57.187441","2026-02-06 11:30:43.261158",False,NULL,NULL,NULL,False
"S5c07f3f-32b8-4317-bb55-56727e983e6f","A-7dc2b8a0-9334-47ad-bb25-03637d5f2f1f","C-CHJB-R0U5HEGVEI","대전 제빵사 신메뉴 개발 대회 경험","2026-02-06 11:29:09.471314","2026-02-06 11:30:24.698249",False,NULL,NULL,NULL,False
"S1b1fb77-9e35-4f6a-8014-5a05208322e9","A-7dc2b8a0-9334-47ad-bb25-03637d5f2f1f","C-CHJB-2USPX2HKZU","홍대 터줏대감 일본식 베이커리 질문","2026-02-06 11:31:05.677688","2026-02-06 11:31:10.127572",False,NULL,NULL,NULL,False
"S6b01578-4acb-433d-a678-627980faec89","A-7dc2b8a0-9334-47ad-bb25-03637d5f2f1f","C-CHJB-2USPX2HKZU","홍대 터줏대감 일본식 베이커리 질문","2026-02-06 11:32:00.988007","2026-02-06 11:32:02.405426",False,NULL,NULL,NULL,False
"Seb19cda-e618-406d-bd07-98694cdc1eab","A-7dc2b8a0-9334-47ad-bb25-03637d5f2f1f","C-CHJB-H0JWSWOX8K","흑백 파티시에 디저트 창의성 질문","2026-02-06 11:32:06.289846","2026-02-06 11:32:12.083952",False,NULL,NULL,NULL,False
"Scea52ae-fb78-4fcb-bd59-22d7acdf1190","A-97662458-9a31-4ca2-864b-4b222f07434c","C-CHJB-FHA7WXK79V",NULL,"2026-02-06 11:46:16.053047","2026-02-06 11:46:16.053051",False,NULL,NULL,NULL,False
"S73da14b-8079-46ed-957b-b84eec10f568","A-0eb52d5c-ef0d-4ff6-96d6-b63c328c4d05","C-CHJB-CM2WMYQ1EZ","디저트 마초와의 인사 및 소개","2026-02-06 11:57:11.411674","2026-02-06 11:57:20.296433",False,NULL,NULL,NULL,False
"Sc6e7a4f-1148-4e43-8d4e-7e450dad9e50","A-8c7c298d-c9af-4daf-9c7c-ae9ceba2b918","C-CHJB-H0JWSWOX8K","응원 메시지와 디저트 창작 아이디어","2026-02-06 13:08:50.017107","2026-02-06 13:09:01.562421",False,NULL,NULL,NULL,False
"Sca56705-48e6-4fa2-8d47-47a25e3889b5","A-f43734e5-3412-428e-ab76-28140cf12fb8","C-CHJB-FHA7WXK79V",NULL,"2026-02-06 13:11:55.320362","2026-02-06 13:11:55.320366",False,NULL,NULL,NULL,False
"S7b207fa-f7bc-412f-a3e0-060e2643cc31","A-58c79eb0-ce95-498d-96bc-0f4b69b61e51","C-CHJB-I1D4H0WMOS","빵 굽기 가능성에 대한 질문","2026-02-06 13:24:05.902763","2026-02-06 13:24:22.386037",False,NULL,NULL,NULL,False
"S86feb54-fd19-43bc-958e-65d83e6c956a","A-864b8894-003f-4ce9-8f18-b64037756e8b","C-CHJB-DBMMF4P7XM","나주 배과수원 응원 메시지","2026-02-06 13:31:27.243412","2026-02-06 13:32:02.209588",False,NULL,NULL,NULL,False
"S31b8d7e-b3fb-4099-a42c-9c251084ff4c","A-f2ad4b27-f7aa-446b-9ebc-2dc1c630e9c1","C-CHJB-20M2X0CNFK","파인다이닝 개념 설명","2026-02-06 13:45:33.385259","2026-02-06 13:45:51.645113",False,NULL,NULL,NULL,False
"Sb8ace1b-c470-46d4-93b8-9b57ba396d8b","A-8ce6fc09-93fc-4d40-8c13-96517ab1305b","C-CHJB-LO4B27C2KF","최연소 참가자 여부 확인","2026-02-06 13:50:18.968293","2026-02-06 13:51:04.382797",False,NULL,NULL,NULL,False
"Sad91784-bbd5-4fa3-9e16-ea740570ae41","A-8ce6fc09-93fc-4d40-8c13-96517ab1305b","C-CHJB-R8IAIIL4NQ","치킨에서 제빵으로의 전환 이유","2026-02-06 13:52:20.359447","2026-02-06 13:52:57.073428",False,NULL,NULL,NULL,False
"S6e2812b-26b8-428f-b505-f5b4466af572","A-8ce6fc09-93fc-4d40-8c13-96517ab1305b","C-CHJB-Y6TG3VWP70","대회장 온도와 생존 가능성 분석","2026-02-06 13:53:30.720268","2026-02-06 13:54:08.466758",False,NULL,NULL,NULL,False
"Sb34d094-7214-4ef1-a80e-cfe4a8819785","A-8ce6fc09-93fc-4d40-8c13-96517ab1305b","C-CHJB-ZRX43LQHJR","김사위원과 이탈리아 디저트의 관계","2026-02-06 13:54:27.698423","2026-02-06 13:54:58.319348",False,NULL,NULL,NULL,False
"S405a177-1d5d-4923-8296-14822a80d8f1","A-8ce6fc09-93fc-4d40-8c13-96517ab1305b","C-CHJB-I1D4H0WMOS",NULL,"2026-02-06 13:55:26.262809","2026-02-06 13:55:26.262813",False,NULL,NULL,NULL,False
"Sfc0371b-cf2b-4d42-a99b-8dbb4aebb9ac","A-d71cfc50-1f97-41f5-a6c6-fc75cc71c709","C-CHJB-AIS9VUL7Z8",NULL,"2026-02-06 14:16:25.54337","2026-02-06 14:16:25.543374",False,NULL,NULL,NULL,False
"Sfa95491-b7bf-4214-a3bf-73b90407830e","A-d71cfc50-1f97-41f5-a6c6-fc75cc71c709","C-CHJB-6U0G40OYT9","빵강록 관련 정보 요청","2026-02-06 14:17:12.644291","2026-02-06 14:17:19.638452",False,NULL,NULL,NULL,False
"Scb6136d-b0a2-43cf-b501-8f3a15e11898","A-ed2e39a0-e782-4303-b95a-49d09a683df9","C-CHJB-0Y913CKI3T","안녕하세요 톱모델 빵집 사장님에게 인사하기","2026-02-06 14:17:48.409317","2026-02-06 14:18:06.97532",False,NULL,NULL,NULL,False
"S31211de-29f8-4b22-b866-d6bf85f8ecf4","A-f6b1847a-ad03-4d39-afb9-0ef45d3ca92a","C-CHJB-ML0Z1N7MBZ",NULL,"2026-02-06 14:19:58.88206","2026-02-06 14:19:58.882064",False,NULL,NULL,NULL,False
"S6077356-8d31-4e6e-a359-fa497977f9fc","A-ed2e39a0-e782-4303-b95a-49d09a683df9","C-CHJB-ML0Z1N7MBZ","최종 라운드 통과 기분 질문","2026-02-06 14:21:05.614336","2026-02-06 14:21:21.034518",False,NULL,NULL,NULL,False
"Sda07c0d-c9ca-4b3c-b116-ec319d3ea3de","A-ed2e39a0-e782-4303-b95a-49d09a683df9","C-CHJB-HG7ZPNFHJP","최종 라운드 통과 기분에 대한 질문","2026-02-06 14:21:36.039158","2026-02-06 14:21:52.713672",False,NULL,NULL,NULL,False
"Se6f7089-88e0-43a2-8a1f-5612fa7af5f0","A-ed2e39a0-e782-4303-b95a-49d09a683df9","C-CHJB-I5P9AL8243","최종 라운드 통과 기분 질문","2026-02-06 14:22:22.682684","2026-02-06 14:22:28.11949",False,NULL,NULL,NULL,False
"S0d18ef4-80c9-44db-aa0f-2fda3ceeaf0d","A-ed2e39a0-e782-4303-b95a-49d09a683df9","C-CHJB-2USPX2HKZU","최종 라운드 통과 기분 질문","2026-02-06 14:23:08.229268","2026-02-06 14:23:13.244923",False,NULL,NULL,NULL,False
"Sd4ae5b0-c965-40b5-b48e-76454d402005","A-ed2e39a0-e782-4303-b95a-49d09a683df9","C-CHJB-SJQCA46QSZ",NULL,"2026-02-06 14:28:56.867679","2026-02-06 14:28:56.867682",False,NULL,NULL,NULL,False
"S0b1c24d-3eef-4818-b8fc-6bfa8a0f7791","A-ed2e39a0-e782-4303-b95a-49d09a683df9","C-CHJB-Y6TG3VWP70","최종 라운드 통과 기분 질문","2026-02-06 14:31:49.867052","2026-02-06 14:31:58.398435",False,NULL,NULL,NULL,False
"Sf3ba8e0-2134-4149-be97-578fef001355","A-3283eced-822b-4a12-b92c-977f95bb5e7b","C-CHJB-26H9PNIJ2I","안녕하세요 크친자 챗봇과의 대화","2026-02-06 14:57:59.060152","2026-02-06 14:58:05.697862",False,NULL,NULL,NULL,False
"S7c12d1c-6439-461c-80b0-4ecab5ac41ac","A-8941ec71-c51d-4ee3-9992-82334351184d","C-CHJB-26H9PNIJ2I",NULL,"2026-02-06 15:03:25.11338","2026-02-06 15:03:25.113383",False,NULL,NULL,NULL,False
"S7b800a8-a4ec-4fe1-90dc-82816daf0625","A-a3a9b145-fba0-4368-b6f5-773260d36b7f","C-CHJB-1VO28IY7CQ","자주 가는 빵집의 신기한 점","2026-02-06 15:53:33.574543","2026-02-06 15:54:03.623028",False,NULL,NULL,NULL,False
